,LSOA21CD,imd25_rank,led25_rank,imd19_score,led19_score,grid_id,train_test
556,E01000579,12086,3908,28.906,43.379,6,train
557,E01000580,16391,6000,20.094,28.869,6,train
558,E01000581,14465,4572,15.538,34.94,6,train
559,E01000582,19182,2471,14.317,38.378,6,train
560,E01000583,13833,2796,21.296,41.447,6,train
561,E01000584,17498,5967,14.526,30.054,6,train
562,E01000585,16108,6449,14.234,25.499,6,train
563,E01000586,9444,4464,21.525,32.814,6,train
564,E01000587,16483,16576,15.01,21.483,6,train
565,E01000589,14494,19220,19.307,19.86,6,train
566,E01000590,17794,14274,18.959,22.44,6,train
567,E01000591,11532,7897,20.6,28.871,6,train
568,E01000592,13304,10998,20.65,20.575,6,train
569,E01000593,12182,17837,19.632,18.314,6,train
570,E01000594,12490,7915,17.074,28.302,6,train
571,E01000595,2078,5588,45.345,34.449,6,train
572,E01000596,2189,11054,46.524,34.228,6,train
573,E01000599,3403,15549,51.401,36.679,6,train
574,E01000601,238,11311,57.244,20.264,6,train
575,E01000602,4092,7698,39.756,21.626,6,train
576,E01000603,1646,5788,39.051,28.077,6,train
577,E01000604,2811,11313,43.13,23.041,6,train
578,E01000605,2393,9758,45.54,30.084,6,train
579,E01000606,9557,8299,19.696,31.067,6,train
580,E01000607,11897,9014,18.814,21.347,6,train
581,E01000608,8425,7765,22.141,32.48,6,train
582,E01000609,11129,7670,20.99,24.47,6,train
583,E01000610,8474,12687,24.925,18.451,6,train
584,E01000611,15230,15363,24.049,29.429,6,train
585,E01000612,8714,10277,22.985,20.808,6,train
586,E01000613,9403,16809,25.258,26.918,6,train
587,E01000615,17736,15677,19.767,16.659,6,train
588,E01000616,9020,9107,21.621,34.433,6,train
589,E01000617,11876,12750,24.108,26.46,6,train
590,E01000618,9686,10499,21.83,23.342,6,train
591,E01000619,9940,13123,19.435,17.313,6,train
592,E01000620,12413,11377,20.903,31.5,6,train
593,E01000621,7976,3384,25.172,33.803,6,train
594,E01000622,5702,9697,30.14,33.702,6,train
595,E01000623,15978,14238,16.12,31.752,6,train
596,E01000624,14413,10408,18.739,21.486,6,train
597,E01000625,8686,8324,22.448,21.969,6,train
598,E01000626,3303,11442,43.498,21.916,6,train
599,E01000627,3167,3646,39.15,40.599,6,train
600,E01000628,2442,4336,33.655,36.536,6,train
601,E01000629,13458,17918,15.786,22.764,6,train
602,E01000630,6844,11339,28.674,22.336,6,train
603,E01000631,14234,15596,16.862,29.444,6,train
604,E01000632,9571,7537,18.641,31.303,6,train
605,E01000633,6980,6551,24.495,30.989,6,train
606,E01000634,7262,10219,21.854,19.941,6,train
607,E01000636,10332,10988,18.16,35.531,6,train
608,E01000637,6965,3248,23.342,32.484,6,train
609,E01000638,3803,4487,28.948,39.281,6,train
610,E01000639,10848,3554,22.065,31.439,6,train
611,E01000640,3064,5503,26.984,39.686,6,train
612,E01000641,3555,3955,30.752,32.447,6,train
613,E01000642,5942,5611,27.298,39.438,6,train
614,E01000643,2008,15882,51.118,32.225,6,train
615,E01000644,7658,6913,24.997,33.885,6,train
616,E01000645,33283,17886,4.426,13.543,12,test
617,E01000646,29255,13784,8.685,19.837,12,test
618,E01000647,27754,7119,6.901,20.024,12,test
619,E01000648,29761,8784,6.434,19.042,12,test
620,E01000649,30261,16148,9.063,10.864,12,test
621,E01000650,29177,20878,11.657,10.628,12,test
622,E01000651,26418,12542,9.788,17.403,12,test
623,E01000652,33018,21528,6.271,14.014,12,test
624,E01000653,30763,19043,9.788,11.051,12,test
625,E01000661,7794,18704,37.586,15.091,12,test
626,E01000662,20650,16418,18.168,15.422,12,test
627,E01000663,20236,22956,17.592,11.762,12,test
628,E01000664,20638,29167,19.015,12.081,12,test
629,E01000665,24184,14941,11.279,13.303,12,test
630,E01000666,30382,20455,5.577,8.901,12,test
631,E01000667,32196,20583,6.865,11.787,12,test
632,E01000668,23153,9417,11.493,31.968,12,test
633,E01000669,24527,7128,8.753,24.114,12,test
634,E01000670,31576,14572,5.899,15.881,12,test
635,E01000671,23611,16438,10.594,20.578,12,test
636,E01000672,28430,16763,7.586,14.228,12,test
637,E01000673,26689,9102,8.286,15.86,12,test
638,E01000674,20102,10046,12.232,18.531,12,test
639,E01000676,11702,7935,20.773,29.352,12,test
640,E01000677,22549,6005,13.342,31.302,12,test
641,E01000678,28623,10668,8.932,20.554,12,test
642,E01000679,26173,6297,8.841,31.397,12,test
643,E01000681,33467,25393,2.655,9.747,12,test
644,E01000682,33121,21341,4.327,13.32,12,test
645,E01000683,26188,23570,12.312,18.692,12,test
646,E01000684,33676,28187,3.543,8.39,16,train
647,E01000685,26186,27890,12.631,9.988,16,train
648,E01000686,28549,17012,7.29,13.504,12,test
649,E01000687,29766,12684,6.541,17.435,16,train
650,E01000688,33108,26791,2.568,8.404,16,train
651,E01000689,15585,25730,21.75,15.039,13,train
652,E01000690,31428,16000,7.176,13.506,13,train
653,E01000691,22041,15999,13.121,16.098,13,train
654,E01000692,25469,5601,6.716,22.467,13,train
655,E01000693,28085,10312,11.702,21.794,12,test
656,E01000694,32410,30047,7.762,12.181,13,train
657,E01000695,31581,12104,7.554,18.309,12,test
658,E01000696,31159,10425,7.31,14.813,12,test
659,E01000697,30171,12782,3.492,12.336,12,test
660,E01000698,32302,25417,14.009,10.607,12,test
661,E01000699,14491,6680,20.128,28.272,8,train
662,E01000700,20949,7345,13.73,26.312,12,test
663,E01000701,24246,5763,12.788,29.878,12,test
664,E01000702,24694,4948,10.113,33.925,12,test
665,E01000703,26912,6124,10.469,37.905,12,test
666,E01000704,25856,10263,10.323,26.735,8,train
667,E01000705,14933,7687,16.348,31.404,8,train
668,E01000706,20540,13692,16.599,27.252,12,test
669,E01000707,32778,10378,3.318,22.939,12,test
670,E01000708,27389,11424,7.865,22.097,12,test
671,E01000709,23349,12144,16.171,18.199,12,test
672,E01000710,28740,16641,10.333,16.767,13,train
673,E01000711,23574,12187,11.785,15.273,12,test
674,E01000712,30202,13938,7.002,13.06,12,test
675,E01000713,29938,21545,8.117,14.207,12,test
676,E01000714,21318,11855,9.987,21.135,12,test
677,E01000715,30766,15727,6.57,19.004,12,test
678,E01000716,31659,17108,7.53,12.843,12,test
679,E01000717,27102,13425,8.436,18.385,12,test
680,E01000718,15127,15294,27.328,34.553,13,train
681,E01000719,10221,13105,25.428,21.126,16,train
682,E01000720,5258,16010,43.281,23.439,16,train
683,E01000721,5653,19254,43.217,17.088,16,train
684,E01000722,13760,15522,23.575,24.443,16,train
685,E01000723,29264,21419,13.714,11.657,16,train
686,E01000724,5190,22652,36.128,12.903,16,train
687,E01000725,10164,11876,27.914,26.554,16,train
688,E01000726,21838,14006,16.178,16.807,16,train
689,E01000727,20243,13128,14.486,22.961,16,train
690,E01000728,13683,17625,21.443,15.388,16,train
691,E01000729,5464,20354,40.937,15.74,16,train
692,E01000730,5669,15015,41.8,14.675,16,train
693,E01000731,12262,20367,29.743,18.48,16,train
694,E01000732,25550,20326,14.361,13.971,16,train
695,E01000733,15756,17187,19.956,22.537,16,train
696,E01000734,27191,22673,11.971,16.353,16,train
697,E01000735,10344,18213,30.057,23.511,16,train
698,E01000736,12927,25258,21.883,16.629,16,train
699,E01000737,8777,23987,32.209,19.052,16,train
700,E01000738,19873,16673,20.161,20.281,16,train
701,E01000739,4680,19491,42.448,16.047,16,train
702,E01000741,13694,7996,24.882,26.0,8,train
703,E01000742,14261,5431,23.251,30.759,8,train
704,E01000743,4671,9537,34.812,22.414,8,train
705,E01000744,3653,13122,41.713,16.883,8,train
706,E01000745,16136,6647,19.473,19.876,9,train
707,E01000746,19430,7141,17.48,25.356,8,train
708,E01000749,26303,8874,11.329,10.532,12,test
709,E01000750,8019,26859,30.702,8.361,12,test
710,E01000751,32019,22607,6.681,8.338,12,test
711,E01000752,27918,12967,8.395,15.821,12,test
712,E01000753,33022,18406,6.135,9.678,12,test
713,E01000754,30751,16398,7.427,13.082,12,test
714,E01000755,32432,16100,5.078,9.427,12,test
715,E01000756,31458,19814,4.925,15.362,12,test
716,E01000757,33723,27816,4.451,10.908,12,test
717,E01000758,33207,18603,3.339,11.072,12,test
718,E01000759,31567,20189,7.816,13.902,12,test
719,E01000760,26652,11024,9.071,21.405,12,test
720,E01000761,32812,23082,7.262,14.774,12,test
721,E01000762,29976,20940,6.964,12.109,12,test
722,E01000763,32972,20701,5.404,14.373,12,test
723,E01000764,22323,27675,12.203,14.972,12,test
724,E01000765,27777,12274,7.214,16.56,12,test
725,E01000766,33690,26163,3.044,12.668,12,test
726,E01000767,33310,18744,4.764,15.998,12,test
727,E01000768,29267,13636,8.72,14.137,12,test
728,E01000769,14127,16081,23.938,14.269,12,test
729,E01000770,31735,10903,6.02,21.103,12,test
730,E01000771,31610,11561,5.485,23.885,12,test
731,E01000772,32392,16601,4.052,13.264,12,test
732,E01000773,32774,15985,6.474,20.236,12,test
733,E01000774,25368,10812,9.362,18.585,12,test
734,E01000775,28305,18006,7.336,16.535,12,test
735,E01000777,31626,13976,7.717,21.252,12,test
736,E01000778,22001,13754,13.162,17.882,12,test
737,E01000779,20978,4950,15.109,27.105,13,train
738,E01000780,13377,13043,22.669,18.395,13,train
739,E01000781,7013,14699,37.305,14.375,13,train
740,E01000782,5367,13011,47.689,22.483,13,train
741,E01000783,7149,14294,31.443,15.39,13,train
742,E01000784,26119,17727,10.181,20.624,13,train
743,E01000785,9335,20846,31.622,20.129,13,train
744,E01000786,27512,22772,9.502,9.849,16,train
745,E01000787,13532,19289,22.391,16.702,16,train
746,E01000788,20099,14504,23.025,31.332,16,train
747,E01000789,2883,23925,36.636,12.485,16,train
748,E01000790,21252,14575,13.639,38.34,16,train
749,E01000791,26783,16437,9.652,14.228,16,train
750,E01000792,17956,30559,18.856,9.504,16,train
751,E01000793,33455,20459,4.826,14.34,16,train
752,E01000794,33484,26610,3.686,8.175,16,train
753,E01000795,21090,26864,14.293,10.75,16,train
754,E01000796,4571,19962,30.14,14.841,8,train
755,E01000797,20571,2093,13.477,26.241,12,test
756,E01000798,5276,6707,42.145,32.612,12,test
757,E01000799,11511,4634,19.434,33.366,12,test
758,E01000800,9701,11559,28.064,28.545,8,train
759,E01000801,15477,11610,18.196,29.681,12,test
760,E01000802,17780,4705,19.757,43.053,13,train
761,E01000803,18346,8462,17.243,30.195,13,train
762,E01000804,29587,7076,8.331,23.168,13,train
763,E01000805,12544,2820,21.754,43.533,12,test
764,E01000806,7393,4803,25.697,28.513,12,test
765,E01000807,26739,8031,6.047,22.49,12,test
766,E01000808,32330,18741,7.005,9.942,12,test
767,E01000809,33532,25201,4.188,11.29,12,test
768,E01000810,33741,27099,2.339,10.912,12,test
769,E01000811,33177,28063,5.127,16.52,12,test
770,E01000812,25562,11285,10.196,16.508,16,train
771,E01000813,32724,18828,3.255,11.187,12,test
772,E01000814,33602,20072,4.284,12.445,12,test
773,E01000815,33638,22043,2.586,10.944,12,test
774,E01000816,22254,8720,14.081,20.821,13,train
775,E01000818,29690,14113,13.454,17.92,13,train
776,E01000819,10763,6682,26.536,24.467,13,train
777,E01000820,14560,9202,21.127,20.864,12,test
778,E01000822,17645,3785,13.278,21.48,12,test
779,E01000823,22391,3663,11.568,20.193,12,test
780,E01000824,18532,3617,15.415,28.484,12,test
781,E01000825,19395,9807,17.0,32.958,12,test
782,E01000826,33604,21472,4.317,14.79,12,test
783,E01000827,29667,20398,5.195,12.462,12,test
784,E01000828,26096,11912,10.099,16.56,12,test
785,E01000829,29489,11841,6.085,17.134,12,test
786,E01000830,33343,17369,3.748,14.524,12,test
787,E01000831,31001,23392,8.153,16.522,12,test
788,E01000832,31542,9215,5.996,12.278,12,test
789,E01000833,33344,18979,2.759,10.855,12,test
790,E01000834,33274,22086,4.859,14.13,12,test
791,E01000835,23437,6276,7.308,19.678,12,test
792,E01000836,33433,22041,5.562,14.583,12,test
793,E01000837,25850,13621,10.214,12.967,12,test
794,E01000838,32693,19069,5.005,12.69,12,test
795,E01000839,33304,21183,4.317,13.31,12,test
796,E01000840,30117,13954,10.385,16.522,12,test
797,E01000841,32289,12694,4.549,17.421,12,test
798,E01000842,29782,11572,8.523,28.562,10,test
799,E01000843,15517,3256,13.567,33.509,10,test
800,E01000844,26814,8494,9.797,36.274,10,test
801,E01000845,22257,4677,11.305,25.205,10,test
802,E01000846,8539,5970,22.13,30.249,10,test
803,E01000847,13533,14268,17.13,27.412,10,test
804,E01000848,27844,5673,6.035,23.112,10,test
805,E01000849,22918,3799,7.694,27.837,10,test
806,E01000850,19709,374,14.252,53.259,10,test
807,E01000851,17800,249,14.959,73.954,10,test
808,E01000853,3936,1787,30.826,37.016,10,test
809,E01000855,17240,1036,14.66,55.455,10,test
810,E01000856,7423,3728,31.404,32.37,10,test
811,E01000857,17700,7757,14.85,27.214,10,test
812,E01000858,5711,7581,37.66,27.855,10,test
813,E01000859,26327,4955,7.224,29.592,10,test
814,E01000860,11443,3174,17.703,31.218,10,test
815,E01000861,7837,1074,33.498,54.956,10,test
816,E01000862,26292,5674,10.864,34.334,10,test
817,E01000863,5910,4179,34.37,42.259,10,test
818,E01000866,9932,1748,22.434,47.262,10,test
819,E01000867,9382,6018,28.4,37.23,10,test
820,E01000868,4638,9399,39.291,51.997,10,test
821,E01000869,11769,3598,22.144,35.937,10,test
822,E01000870,8838,2728,26.832,39.027,10,test
823,E01000871,17430,2831,14.237,22.965,10,test
824,E01000872,6413,2621,24.312,35.741,6,train
825,E01000873,24138,5534,8.615,22.093,10,test
826,E01000874,25116,2108,4.907,29.47,10,test
827,E01000875,9672,3877,21.838,25.818,6,train
828,E01000876,8303,8571,29.94,26.471,10,test
829,E01000877,20753,4419,11.158,28.082,10,test
830,E01000878,24123,14272,5.647,23.329,10,test
831,E01000879,29112,5578,5.877,30.514,10,test
832,E01000880,28724,3097,6.105,30.172,10,test
833,E01000881,18678,3184,13.429,33.608,10,test
834,E01000882,30062,5140,4.319,29.53,10,test
835,E01000883,24362,4291,9.536,33.868,10,test
836,E01000884,27899,4377,5.273,22.626,10,test
837,E01000885,27883,3874,7.027,26.368,10,test
838,E01000886,21321,2791,9.126,29.929,10,test
839,E01000887,19652,4445,13.063,26.3,10,test
840,E01000888,17935,4752,14.584,31.576,10,test
841,E01000889,5896,10034,30.868,26.258,10,test
842,E01000890,2029,8229,40.883,20.233,10,test
843,E01000891,3270,6123,38.283,20.126,10,test
844,E01000892,17090,10948,15.799,20.705,10,test
845,E01000893,30114,8211,5.314,22.231,10,test
846,E01000894,27987,2116,6.601,29.284,10,test
847,E01000895,19738,1561,8.367,22.818,10,test
848,E01000896,30406,4436,5.734,30.248,10,test
849,E01000897,31645,6710,5.398,26.687,10,test
850,E01000898,19019,12194,11.81,14.835,10,test
851,E01000899,26790,1022,5.971,36.627,10,test
852,E01000900,9463,4893,26.042,31.98,10,test
853,E01000901,4602,13311,30.351,21.845,10,test
854,E01000902,4915,10442,36.241,21.975,10,test
855,E01000903,15589,3577,18.925,31.053,10,test
856,E01000904,6900,4529,24.584,23.772,10,test
857,E01000905,3750,8419,38.075,26.951,10,test
858,E01000906,23004,5295,10.421,24.431,10,test
859,E01000907,8096,11452,33.796,18.547,10,test
860,E01000908,8144,11534,27.211,33.822,10,test
861,E01000909,20687,2031,11.771,31.487,10,test
862,E01000910,24315,1388,9.73,32.718,10,test
863,E01000911,14771,5087,16.959,22.127,10,test
864,E01000912,7411,2769,22.316,24.35,10,test
865,E01000913,23270,2065,9.279,31.659,10,test
866,E01000914,12794,897,13.106,49.784,10,test
867,E01000915,8076,2726,23.058,40.954,10,test
868,E01000916,11245,1491,19.491,51.268,10,test
869,E01000917,2752,1165,34.957,39.25,10,test
870,E01000918,12105,736,20.684,52.395,10,test
871,E01000919,9765,1350,21.741,48.166,10,test
872,E01000920,16484,4129,15.017,43.564,10,test
873,E01000921,16230,4617,15.197,35.504,10,test
874,E01000922,10150,4337,21.717,31.657,10,test
875,E01000923,16209,4035,19.37,25.607,10,test
876,E01000924,18665,5243,13.294,32.866,10,test
877,E01000925,7350,6552,29.369,26.391,10,test
878,E01000926,11669,4077,17.412,25.117,10,test
879,E01000927,15155,1942,14.937,31.573,10,test
880,E01000928,12818,2242,20.295,36.205,10,test
881,E01000929,6305,6377,25.374,30.149,10,test
882,E01000930,5273,6181,30.755,40.831,10,test
883,E01000931,3018,3322,34.552,32.996,10,test
884,E01000932,12176,2168,20.043,21.605,10,test
885,E01000933,9139,2741,25.739,44.647,10,test
886,E01000934,3929,3733,35.446,30.056,10,test
887,E01000935,5822,5894,32.327,24.073,10,test
888,E01000937,19128,2877,14.324,39.795,10,test
889,E01000938,3703,1258,33.666,59.935,10,test
890,E01000939,4227,4330,39.074,36.622,10,test
891,E01000941,4760,2496,38.035,34.655,10,test
892,E01000942,12987,1711,15.339,65.799,10,test
893,E01000943,18269,870,19.812,43.875,10,test
894,E01000944,6940,10900,22.702,29.59,10,test
895,E01000946,13842,3846,14.777,35.13,10,test
896,E01000947,7184,2487,24.682,39.449,10,test
897,E01000948,7858,1539,28.939,40.649,10,test
898,E01000949,10482,6401,19.618,24.761,10,test
899,E01000951,4449,5583,34.249,35.298,10,test
900,E01000952,4722,514,33.388,31.163,10,test
901,E01000954,3795,2538,34.893,31.142,10,test
902,E01000955,4579,7394,33.231,31.146,10,test
903,E01000956,3647,2074,33.601,47.171,10,test
904,E01000957,8612,7037,26.314,26.675,10,test
905,E01000958,12474,11658,24.531,24.057,10,test
906,E01000959,4744,2358,39.028,39.819,10,test
907,E01000960,16200,3836,16.477,31.202,10,test
908,E01000961,9280,6740,22.612,27.573,10,test
909,E01000962,30241,10056,6.05,24.033,10,test
910,E01000963,23800,6562,8.751,34.422,10,test
911,E01000964,16234,4817,17.855,21.055,10,test
912,E01000965,17274,6781,17.42,26.921,10,test
913,E01000966,31837,10000,6.968,22.511,10,test
914,E01000967,27632,8705,9.325,30.31,10,test
915,E01000968,20808,4349,14.268,26.815,10,test
916,E01000969,23678,2283,6.278,30.575,10,test
917,E01000970,19120,4022,10.284,40.215,10,test
918,E01000971,23496,2524,7.866,35.106,10,test
919,E01000972,6807,5003,27.096,34.777,10,test
920,E01000973,13530,4556,20.581,34.988,10,test
921,E01000974,6333,3565,25.094,29.212,10,test
922,E01000975,16505,12758,17.721,34.242,8,train
923,E01000976,6495,1863,25.791,44.409,8,train
924,E01000977,8507,8478,28.332,26.201,8,train
925,E01000978,12867,6061,20.55,43.199,8,train
926,E01000979,14555,7619,17.568,34.305,8,train
927,E01000980,9732,6961,26.51,33.971,8,train
928,E01000981,15400,3937,13.993,28.709,8,train
929,E01000982,13018,7411,18.644,31.049,8,train
930,E01000983,19739,5479,13.494,36.677,8,train
931,E01000984,6631,6441,30.644,34.981,8,train
932,E01000985,26843,17717,8.729,15.786,8,train
933,E01000986,20921,6802,13.043,22.024,8,train
934,E01000987,26773,9236,9.378,28.69,8,train
935,E01000989,24697,18219,12.449,15.104,12,test
936,E01000990,4248,9588,40.278,25.882,8,train
937,E01000991,28318,28270,8.842,14.526,12,test
938,E01000992,7622,19351,32.164,26.616,8,train
939,E01000993,19247,7228,12.212,26.913,8,train
940,E01000994,14027,10383,19.762,23.586,8,train
941,E01000995,11200,3266,20.555,36.593,8,train
942,E01000996,15587,12462,19.945,29.686,8,train
943,E01000997,12153,9635,22.343,26.942,8,train
944,E01000998,5118,1975,32.577,33.429,8,train
945,E01000999,14365,6633,22.777,44.395,8,train
946,E01001000,7735,4415,28.215,32.827,8,train
947,E01001001,6461,3452,37.455,42.834,8,train
948,E01001002,11937,7758,22.163,36.803,8,train
949,E01001003,11236,10778,24.98,36.319,8,train
950,E01001004,9959,14481,26.942,23.374,8,train
951,E01001005,8385,1937,23.204,29.98,8,train
952,E01001006,9328,14402,30.661,18.612,8,train
953,E01001007,13293,8626,18.879,25.388,8,train
954,E01001008,7541,6093,30.401,29.963,8,train
955,E01001009,10829,6028,23.746,33.992,8,train
